id	kategorija	pitanje	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	dohvaceni_ids	odgovor	t_dohvat	t_generiranje
T22	izravni	Ima li potroša? pravo na pisani prigovor?	Zakon_o_zastiti_potrosaca_clanak_51	Zakon_o_zastiti_potrosaca_clanak_9	Zakon_o_zastiti_potrosaca_clanak_101	Zakon_o_zastiti_potrosaca_clanak_10	Zakon_o_zastiti_potrosaca_clanak_27	Zakon_o_zastiti_potrosaca_clanak_86	Zakon_o_zastiti_potrosaca_clanak_142	Zakon_o_zastiti_potrosaca_clanak_113	Zakon_o_zastiti_potrosaca_clanak_29	"Da, potroša? ima pravo na pisani prigovor. Prema ?lanku 10. Zakona, trgovac je dužan omogu?iti potroša?u podnošenje pisanog prigovora u svojim poslovnim prostorijama, putem pošte i elektroni?ke pošte. Trgovac mora jasno, vidljivo i ?itljivo istaknuti obavijest o na?inu podnošenja pisanog prigovora u svojim poslovnim prostorijama i na mrežnoj stranici ako je uspostavljena.

Potroša? može podnijeti pisani prigovor osobno u poslovnim prostorijama, putem pošte ili elektroni?ke pošte. Trgovac je dužan bez odga?anja u pisanom obliku putem pošte, elektroni?ke pošte ili na na?in odre?en stavkom 2. ovoga ?lanka ako je trgovac iskoristio mogu?nost podnošenja pisanog prigovora i putem drugih sredstava mrežne komunikacije, potvrditi primitak prigovora.

Trgovac je dužan odgovoriti na prigovore u roku od 15 dana od dana zaprimanja prigovora sukladno obavijesti trgovca o na?inu podnošenja pisanog prigovora."	0.0672846	20.0380996
T23	izravni	Koji su državni blagdani u Republici Hrvatskoj?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_7	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_4	Zakon_o_radu_clanak_174	Zakon_o_zastiti_potrosaca_clanak_156	Zakon_o_radu_clanak_221	Zakon_o_zastiti_potrosaca_clanak_137	Zakon_o_radu_clanak_225	"Državni blagdani u Republici Hrvatskoj su:

- Nova godina (1. sije?nja)
- Bogojavljenje ili Sveta tri kralja (6. sije?nja)
- Uskrs i Uskrsni ponedjeljak
- Praznik rada (1. svibnja)
- Dan državnosti (30. svibnja)
- Tijelovo (promjenjiv datum)
- Dan antifašisti?ke borbe (22. lipnja)
- Dan pobjede i domovinske zahvalnosti i Dan hrvatskih branitelja (5. kolovoza)
- Velika Gospa (15. kolovoza)
- Svi sveti (1. studenoga)
- Dan sje?anja na žrtve Domovinskog rata i Dan sje?anja na žrtvu Vukovara i Škabrnje (18. studenoga)
- Boži? (25. prosinca)
- Sveti Stjepan (26. prosinca)"	0.107729	30.1638743
T24	izravni	Je li 1. svibnja neradni dan?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	Zakon_o_radu_clanak_84	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_6	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_3	Zakon_o_radu_clanak_121	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_4	Zakon_o_radu_clanak_85	Zakon_o_radu_clanak_87_dio_2	"Prema ?lanku 2. Zakona, blagdani u Republici Hrvatskoj su:
1. sije?nja – Nova godina
6. sije?nja – Bogojavljenje ili Sveta tri kralja
Uskrs i Uskrsni ponedjeljak
1. svibnja – Praznik rada
30. svibnja – Dan državnosti
Tijelovo (promjenjiv datum)
22. lipnja – Dan antifašisti?ke borbe  
5. kolovoza – Dan pobjede i domovinske zahvalnosti i Dan hrvatskih branitelja  
15. kolovoza – Velika Gospa  
1. studenoga – Svi sveti  
18. studenoga – Dan sje?anja na žrtve Domovinskog rata i Dan sje?anja na žrtvu Vukovara i Škabrnje  
25. prosinca – Boži?  
26. prosinca – Sveti Stjepan.

Prema ?lanku 3. Zakona, blagdani iz ?lanka 2. Zakona su neradni dani.

Zbog toga, 1. svibnja, koji je blagdan, nije samo neradni dan, ve? i neradni dan pošto je uvršten u popis blagdana iz ?lanka 2. Zakona."	0.0433941	30.3183034
T25	izravni	Je li Uskrs državni blagdan?	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_7	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_6	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_1	Zakon_o_radu_clanak_80	ZAKON_O_DRŽAVNIM_BLAGDANIMA_SPOMENDANIMA_I_NERADNIM DANIMA_clanak_2	Zakon_o_radu_clanak_76	Zakon_o_radu_clanak_84	Zakon_o_radu_clanak_86	Zakon_o_radu_clanak_79	Na temelju ?lanka 2. Zakona, Uskrs je spomenut kao blagdan u Republici Hrvatskoj, ali nije naveden kao državni blagdan. Me?utim, u ?lanku 7. Zakona, Uskrs je naveden kao neradni dan koji se odnosi na krš?ane koji slave Uskrs prema julijanskom kalendaru. Zbog toga, Uskrs nije samo spomenut kao blagdan, ve? i kao neradni dan koji se odnosi na odre?enu skupinu gra?ana.	0.0568409	40.6677757
T26	sinteza	Može li poslodavac dati otkaz trudnici?	Zakon_o_radu_clanak_30	Zakon_o_radu_clanak_114	Zakon_o_radu_clanak_38	Zakon_o_radu_clanak_121	Zakon_o_radu_clanak_115	Zakon_o_radu_clanak_124	Zakon_o_radu_clanak_125	Zakon_o_radu_clanak_104	Zakon_o_radu_clanak_116	Na temelju prona?enih ?lanaka zakona, ne mogu odgovoriti na ovo pitanje.	0.1243339	27.4378469
T27	sinteza	Koja su moja prava vezana uz godišnji odmor?	Zakon_o_radu_clanak_85	Zakon_o_radu_clanak_83	Zakon_o_radu_clanak_81	Zakon_o_radu_clanak_76	Zakon_o_radu_clanak_82	Zakon_o_radu_clanak_80	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_74	Zakon_o_radu_clanak_84	"Na temelju prona?enih ?lanaka zakona, radnik ima sljede?a prava vezana uz godišnji odmor:

- Pravo na pla?eni godišnji odmor za svaku kalendarsku godinu (?lanak 76).
- Pravo na korištenje godišnjeg odmora u dijelovima, uz uvjet da se tijekom kalendarske godine iskoristi najmanje dva tjedna u neprekidnom trajanju (?lanak 83).
- Pravo na naknadu pla?e u visini odre?enoj kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu, a najmanje u visini njegove prosje?ne mjese?ne pla?e u prethodna tri mjeseca (?lanak 81).
- Pravo na naknadu za neiskorišteni godišnji odmor, koja se odre?uje razmjerno broju dana neiskorištenoga godišnjeg odmora (?lanak 82).
- Pravo na korištenje godišnjeg odmora u cijelosti ili dijelovima u sljede?oj kalendarskoj godini, uz odre?ene uvjete (?lanak 84).
- Pravo na dnevni odmor od najmanje dvanaest sati neprekidno tijekom svakog vremenskog razdoblja od dvadeset ?etiri sata (?lanak 74).
- Pravo na zamjenski dnevni odmor odmah po okon?anju razdoblja koje je proveo na radu zbog kojeg dnevni odmor nije koristio (?lanak 74).
- Pravo na pove?anu pla?u za vrijeme godišnjeg odmora, koja se odre?uje kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu (?lanak 93)."	0.1295532	28.3933757
T28	sinteza	Koliko smijem raditi tjedno uklju?uju?i prekovremeni rad?	Zakon_o_radu_clanak_73	Zakon_o_radu_clanak_66	Zakon_o_radu_clanak_74	Zakon_o_radu_clanak_62	Zakon_o_radu_clanak_18_dio_2	Zakon_o_radu_clanak_67	Zakon_o_radu_clanak_122	Zakon_o_radu_clanak_81	Zakon_o_radu_clanak_83	Na temelju prona?enih ?lanaka zakona, radnik koji radi nejednako raspore?eno radno vrijeme može raditi najviše do 60 sati tjedno, uklju?uju?i prekovremeni rad, ako je tako ugovoreno kolektivnim ugovorom. Ako nije ugovoreno kolektivnim ugovorom, radnik može raditi najviše do 50 sati tjedno, uklju?uju?i prekovremeni rad. Tako?er, ukupan fond radnih sati u razdoblju trajanja nejednakog rasporeda radnog vremena ne može biti ve?i od prosje?nih 45 sati tjedno u razdoblju od ?etiri mjeseca.	0.0567556	47.9391076
T29	sinteza	Koja prava imam pri redovitom otkazu ugovora o radu?	Zakon_o_radu_clanak_114	Zakon_o_radu_clanak_123	Zakon_o_radu_clanak_126	Zakon_o_radu_clanak_116	Zakon_o_radu_clanak_115	Zakon_o_radu_clanak_87	Zakon_o_radu_clanak_38	Zakon_o_radu_clanak_47	Zakon_o_radu_clanak_104	"Na temelju prona?enih ?lanaka zakona, radnik ima sljede?a prava pri redovitom otkazu ugovora o radu:

- Pravo na otpremninu, koja se pla?a kao sredstvo osiguravanja prihoda i ublažavanja štetnih posljedica otkaza ugovora o radu. Otpremnina se pla?a radniku koji je ugovor o radu otkazao nakon dvije godine neprekidnoga rada.
- Pravo na otpremninu nije odre?eno ako radnik krši obveze iz radnog odnosa ili ako radnik nije zadovoljio na probnom radu.
- Pravo na otpremninu nije odre?eno ako radniku se ugovor o radu otkazuje zbog razloga uvjetovanih ponašanjem ili ako radnik ima najmanje navršenih 65 godina života i 15 godina mirovinskog staža.
- Pravo na otpremninu se odre?uje s obzirom na dužinu prethodnog neprekidnog trajanja radnog odnosa s tim poslodavcem, a ne smije se ugovoriti, odnosno odrediti u iznosu manjem od jedne tre?ine prosje?ne mjese?ne pla?e koju je radnik ostvario u tri mjeseca prije prestanka ugovora o radu, za svaku navršenu godinu rada kod toga poslodavca.
- Pravo na otpremninu ne može biti ve?i od šest prosje?nih mjese?nih pla?a koje je radnik ostvario u tri mjeseca prije prestanka ugovora o radu.
- Pravo na otpremninu se pla?a u iznosu koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a u roku koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a radniku koji je ugovor o radu otkazao nakon dvije godine neprekidnoga rada.
- Pravo na otpremninu nije odre?eno ako radnik krši obveze iz radnog odnosa ili ako radnik nije zadovoljio na probnom radu.
- Pravo na otpremninu nije odre?eno ako radniku se ugovor o radu otkazuje zbog razloga uvjetovanih ponašanjem ili ako radnik ima najmanje navršenih 65 godina života i 15 godina mirovinskog staža.
- Pravo na otpremninu se odre?uje s obzirom na dužinu prethodnog neprekidnog trajanja radnog odnosa s tim poslodavcem, a ne smije se ugovoriti, odnosno odrediti u iznosu manjem od jedne tre?ine prosje?ne mjese?ne pla?e koju je radnik ostvario u tri mjeseca prije prestanka ugovora o radu, za svaku navršenu godinu rada kod toga poslodavca.
- Pravo na otpremninu ne može biti ve?i od šest prosje?nih mjese?nih pla?a koje je radnik ostvario u tri mjeseca prije prestanka ugovora o radu.
- Pravo na otpremninu se pla?a u iznosu koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a u roku koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a radniku koji je ugovor o radu otkazao nakon dvije godine neprekidnoga rada.
- Pravo na otpremninu nije odre?eno ako radnik krši obveze iz radnog odnosa ili ako radnik nije zadovoljio na probnom radu.
- Pravo na otpremninu nije odre?eno ako radniku se ugovor o radu otkazuje zbog razloga uvjetovanih ponašanjem ili ako radnik ima najmanje navršenih 65 godina života i 15 godina mirovinskog staža.
- Pravo na otpremninu se odre?uje s obzirom na dužinu prethodnog neprekidnog trajanja radnog odnosa s tim poslodavcem, a ne smije se ugovoriti, odnosno odrediti u iznosu manjem od jedne tre?ine prosje?ne mjese?ne pla?e koju je radnik ostvario u tri mjeseca prije prestanka ugovora o radu, za svaku navršenu godinu rada kod toga poslodavca.
- Pravo na otpremninu ne može biti ve?i od šest prosje?nih mjese?nih pla?a koje je radnik ostvario u tri mjeseca prije prestanka ugovora o radu.
- Pravo na otpremninu se pla?a u iznosu koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a u roku koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a radniku koji je ugovor o radu otkazao nakon dvije godine neprekidnoga rada.
- Pravo na otpremninu nije odre?eno ako radnik krši obveze iz radnog odnosa ili ako radnik nije zadovoljio na probnom radu.
- Pravo na otpremninu nije odre?eno ako radniku se ugovor o radu otkazuje zbog razloga uvjetovanih ponašanjem ili ako radnik ima najmanje navršenih 65 godina života i 15 godina mirovinskog staža.
- Pravo na otpremninu se odre?uje s obzirom na dužinu prethodnog neprekidnog trajanja radnog odnosa s tim poslodavcem, a ne smije se ugovoriti, odnosno odrediti u iznosu manjem od jedne tre?ine prosje?ne mjese?ne pla?e koju je radnik ostvario u tri mjeseca prije prestanka ugovora o radu, za svaku navršenu godinu rada kod toga poslodavca.
- Pravo na otpremninu ne može biti ve?i od šest prosje?nih mjese?nih pla?a koje je radnik ostvario u tri mjeseca prije prestanka ugovora o radu.
- Pravo na otpremninu se pla?a u iznosu koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a u roku koji odre?uje zakonom, kolektivnim ugovorom, pravilnikom o radu ili ugovorom o radu.
- Pravo na otpremninu se pla?a radniku koji je ugovor o radu otkazao nakon dvije godine neprekidnoga rada.
- Pravo na otpremninu nije odre?eno ako radnik krši obveze iz radnog odnosa ili ako radnik nije zadovoljio na probnom radu.
- Pravo na otpremninu nije odre?eno ako radniku se ugovor o radu otkazuje zbog razloga uvjetovanih ponašanjem ili ako radnik ima najmanje navršenih 65 godina života i 15 godina mirovinskog staža.
- Pravo na otpremninu se odre?uje s obzirom na dužinu prethodnog neprekidnog trajanja radnog odn"	0.0864985	18.2640956
T30	sinteza	Koje su razlike izme?u dnevnog i tjednog odmora?	Zakon_o_radu_clanak_83	Zakon_o_radu_clanak_85	Zakon_o_radu_clanak_74	Zakon_o_radu_clanak_75	Zakon_o_radu_clanak_79	Zakon_o_radu_clanak_82	Zakon_o_radu_clanak_77	Zakon_o_radu_clanak_73	Zakon_o_radu_clanak_93	"Prema prona?enim ?lanovima zakona, razlike izme?u dnevnog i tjednog odmora su sljede?e:

- Dnevni odmor (?lanak 74.) je odmor koji radnik ima pravo koristiti tijekom svakog vremenskog razdoblja od 24 sata, a trajanje odmora je najmanje 12 sati neprekidno. Iznimno, za radnike koji rade na sezonskim poslovima, dnevni odmor može biti od najmanje 8 sati neprekidno.

- Tjedni odmor (?lanak 75.) je odmor koji radnik ima pravo koristiti u neprekidnom trajanju od najmanje 24 sata, a taj odmor se pribraja dnevnom odmoru iz ?lanka 74. Maloljetnici imaju pravo na tjedni odmor u trajanju od najmanje 48 sati. Ako radnik ne može koristiti odmor u trajanju iz ?lanka 75., mora mu se omogu?iti korištenje zamjenskog tjednog odmora odmah po okon?anju razdoblja koje je proveo na radu.

U završnici, vrijedno je napomenuti da je dnevni odmor vezan uz pojedina?ni radni dan, dok je tjedni odmor vezan uz radni tjedan."	0.0716766	48.1823388
T31	sinteza	Što vrijedi za probni rad i otkaz tijekom probnog rada?	Zakon_o_radu_clanak_124	Zakon_o_radu_clanak_117	Zakon_o_radu_clanak_116	Zakon_o_radu_clanak_125	Zakon_o_radu_clanak_126	Zakon_o_radu_clanak_104	Zakon_o_radu_clanak_58	Zakon_o_radu_clanak_115	Zakon_o_radu_clanak_41	"Prema ?lanku 115. Zakona o radu, poslodavac može otkazati ugovor o radu uz propisani ili ugovoreni otkazni rok (redoviti otkaz) ako radnik nije zadovoljio na probnom radu (otkaz zbog nezadovoljavanja na probnom radu). 

U ovom slu?aju, otkaz je dopušten samo ako je radnik nije uspio ispuniti zahtjeve poslodavca tijekom probnog rada. Poslodavac mora voditi ra?una o tome da je radnik imao dovoljno vremena i priliku da ispunjava zahtjeve, te da nije bilo nikakvih okolnosti koje bi utjecale na njegovu sposobnost za rad.

U slu?aju da poslodavac otkaze radnika zbog nezadovoljavanja na probnom radu, radnik ima pravo na odre?ene zaštite, kao što je pravo na naknadu štete ili na pomo? pri traganju za novim poslom."	0.074784	30.1038714
T32	sinteza	Koliko dugo mogu raditi na odre?eno i koja prava pritom imam?	Zakon_o_radu_clanak_67	Zakon_o_radu_clanak_130	Zakon_o_radu_clanak_66	Zakon_o_radu_clanak_57	Zakon_o_radu_clanak_18_dio_2	Zakon_o_radu_clanak_73	Zakon_o_radu_clanak_65	Zakon_o_radu_clanak_62	Zakon_o_radu_clanak_139	"Na temelju prona?enih ?lanaka zakona, mogu?e je odgovoriti na vaša pitanja temeljem ?lanka 18.a.

Prema ?lanku 18.a, radnik koji je zaposlen i radi u punom radnom vremenu kod jednog poslodavca (mati?ni poslodavac), odnosno radi u nepunom radnom vremenu kod više mati?nih poslodavaca, tako da je njegovo ukupno radno vrijeme 40 sati tjedno, može dodatno raditi na temelju ugovora o dodatnom radu za drugog poslodavca.

Ugovor o dodatnom radu može se sklopiti za odre?eno vrijeme, koje nije ograni?eno zakonom. Me?utim, važno je napomenuti da radnik koji radi na poslovima s posebnim uvjetima rada u skladu s propisima o zaštiti na radu, radnik koji radi u skra?enom radnom vremenu iz ?lanka 64. ovoga Zakona te radnik kojem se prema propisu o mirovinskom osiguranju staž osiguranja ra?una s pove?anim trajanjem ne može se sklopiti ugovor o dodatnom radu za obavljanje takvih poslova.

U slu?aju da ste zainteresirani za sklapanje ugovora o dodatnom radu, preporu?ujem da se obratite vašem poslodavcu ili radni?kom vije?u kako bi se dogovorili uvjeti i detalje ugovora."	0.0520045	29.0525033
T33	sinteza	Koja su moja temeljna prava kao radnika?	Zakon_o_radu_clanak_140	Zakon_o_radu_clanak_141	Zakon_o_radu_clanak_224	Zakon_o_radu_clanak_7	Zakon_o_radu_clanak_90_dio_2	Zakon_o_radu_clanak_134	Zakon_o_radu_clanak_17_dio_3	Zakon_o_radu_clanak_86	Zakon_o_radu_clanak_165	"Kao radnik, temeljna prava koja ti pripadaju su:

- Pravo na rad, tj. da se poslodavac obvezuje dati ti posao i pla?ati ti pla?u za obavljeni rad (?lanak 7. Zakona o radu).
- Pravo na sigurne uvjete rada, tj. da se poslodavac obvezuje osigurati radniku uvjete za rad na siguran na?in i na na?in koji ne ugrožava zdravlje radnika (?lanak 7. Zakona o radu).
- Pravo na zaštitu dostojanstva, tj. da se poslodavac obvezuje zaštititi dostojanstvo radnika za vrijeme obavljanja posla od postupanja nadre?enih, suradnika i osoba s kojima radnik redovito dolazi u doticaj u obavljanju svojih poslova (?lanak 7. Zakona o radu).
- Pravo na zaštitu od uznemiravanja i spolnog uznemiravanja, tj. da se poslodavac obvezuje ure?ivati postupak i mjere zaštite dostojanstva radnika od uznemiravanja i spolnog uznemiravanja posebnim zakonom, kolektivnim ugovorom, sporazumom ili pravilnikom o radu (?lanak 134. Zakona o radu).
- Pravo na izbor radni?kog vije?a, tj. da radnici imaju pravo na slobodnim i neposrednim izborima, tajnim glasovanjem, izabrati jednog ili više svojih predstavnika koji ?e ih zastupati kod poslodavca u zaštiti i promicanju njihovih prava i interesa (?lanak 141. Zakona o radu).
- Pravo na zaštitu gospodarskih i socijalnih prava i interesa, tj. da radnici imaju pravo sudjelovati u odlu?ivanju o pitanjima u vezi s njihovim gospodarskim i socijalnim pravima i interesima na na?in i pod uvjetima propisanim Zakonom o radu (?lanak 140. Zakona o radu).

Ovi su temeljna prava koja ti pripadaju kao radnik, ali treba imati u vidu da postoje i druga prava i obveze koje su propisane Zakonom o radu."	0.0839918	15.6008324
T34	sinteza	Koja zaštita pripada radnici zbog trudno?e i roditeljstva?	Zakon_o_radu_clanak_33	Zakon_o_radu_clanak_30	Zakon_o_radu_clanak_34	Zakon_o_radu_clanak_31	Zakon_o_radu_clanak_17_dio_4	Zakon_o_radu_clanak_36	Zakon_o_radu_clanak_35	Zakon_o_radu_clanak_28	Zakon_o_radu_clanak_32	"Na temelju prona?enih ?lanaka zakona, radnici koji koriste rodiljna i roditeljska prava imaju zašti?ena prava tijekom radnog odnosa. 

Prema ?lanku 30. zakona, poslodavac ne smije odbiti zaposliti ženu zbog njezine trudno?e, niti joj zbog trudno?e, ro?enja ili dojenja djeteta u smislu posebnog propisa smije ponuditi sklapanje izmijenjenog ugovora o radu pod nepovoljnijim uvjetima. 

Prema ?lanku 34. zakona, za vrijeme trudno?e, korištenja rodiljnog, roditeljskog, posvojiteljskog, o?inskog dopusta ili dopusta koji je po sadržaju i na?inu korištenja istovjetan pravu na o?inski dopust, rada s polovicom punog radnog vremena, rada s polovicom punog radnog vremena radi poja?ane njege djeteta, dopusta trudne radnice, dopusta radnice koja je rodila ili radnice koja doji dijete te dopusta ili rada s polovicom punog radnog vremena radi skrbi i njege djeteta s težim smetnjama u razvoju, odnosno u roku od 15 dana od prestanka trudno?e ili prestanka korištenja tih prava u skladu s propisom o rodiljnim i roditeljskim potporama, poslodavac ne smije otkazati ugovor o radu trudnici i osobi koja se koristi nekim od tih prava.

Prema ?lanku 31. zakona, trudnoj radnici, radnici koja je rodila ili radnici koja doji dijete u smislu posebnog propisa, a koja radi na poslovima koji ugrožavaju njezin život ili zdravlje, odnosno djetetov život ili zdravlje, poslodavac je dužan za vrijeme korištenja prava u skladu s posebnim propisom, ponuditi dodatak ugovora o radu kojim ?e se na odre?eno vrijeme ugovoriti obavljanje drugih odgovaraju?ih poslova.

Prema ?lanku 36. zakona, nakon isteka rodiljnog, roditeljskog, posvojiteljskog i o?inskog dopusta ili dopusta koji je po sadržaju i na?inu korištenja istovjetan pravu na o?inski dopust, dopusta trudne radnice, dopusta radnice koja je rodila ili radnice koja doji dijete, dopusta radi skrbi i njege djeteta s težim smetnjama u razvoju te mirovanja radnog odnosa do tre?e godine života djeteta u skladu s propisom o rodiljnim i roditeljskim potporama, radnik koji je koristio neko od tih prava ima pravo povratka na poslove na kojima je radio prije korištenja toga prava.

Zaklju?no, radnici koji koriste rodiljna i roditeljska prava imaju zašti?ena prava tijekom radnog odnosa, uklju?uju?i zaštitu od otkaza, pravo na dodatke ugovora o radu, pravo na povratak na poslove prije korištenja tih prava i pravo na ponudu sklapanja ugovora o radu za obavljanje drugih odgovaraju?ih poslova."	0.0707669	36.9602909
T35	sinteza	Koja je razlika izme?u pla?enog i nepla?enog dopusta?	Zakon_o_radu_clanak_87	Zakon_o_radu_clanak_93	Zakon_o_radu_clanak_81	Zakon_o_radu_clanak_126	Zakon_o_radu_clanak_92	Zakon_o_radu_clanak_82	Zakon_o_radu_clanak_32	Zakon_o_radu_clanak_17_dio_3	Zakon_o_radu_clanak_90	"Prema ?lanku 87. Zakona o radu, pla?eni dopust i nepla?eni dopust su dva razli?ita koncepta.

Pla?eni dopust je dopust koji se pla?a radniku za vrijeme njegove odsutnosti s posla, a koji se obi?no pla?a u obliku naknade pla?e ili otpremnine. Prema ?lanku 81. Zakona o radu, radnik ima pravo na naknadu pla?e za vrijeme korištenja godišnjeg odmora, a najmanje u visini njegove prosje?ne mjese?ne pla?e u prethodna tri mjeseca.

Na drugoj strani, nepla?eni dopust je dopust koji se ne pla?a radniku za vrijeme njegove odsutnosti s posla. Prema ?lanku 87. Zakona o radu, radnik ima pravo na nepla?eni dopust u ukupnom trajanju od pet radnih dana godišnje za pružanje osobne skrbi. Za vrijeme nepla?enoga dopusta, prava i obveze iz radnog odnosa ili u vezi s radnim odnosom miruju, osim ako zakonom nije druk?ije odre?eno.

U završnici, pla?eni dopust se pla?a radniku kao naknada za vrijeme njegove odsutnosti s posla, dok nepla?eni dopust nije pla?en, ali radniku se pruža za vrijeme njegove odsutnosti s posla zbog osobne skrbi."	0.116419	46.527793
T36	sinteza	Koja je razlika izme?u redovitog i izvanrednog otkaza?	Zakon_o_radu_clanak_122	Zakon_o_radu_clanak_116	Zakon_o_radu_clanak_121	Zakon_o_radu_clanak_115	Zakon_o_radu_clanak_47	Zakon_o_radu_clanak_104	Zakon_o_radu_clanak_119	Zakon_o_radu_clanak_124	Zakon_o_radu_clanak_126	"Razlika izme?u redovitog i izvanrednog otkaza je u tome kako se otkaz izražava i koji su uvjeti za njegov izražavanje.

Redoviti otkaz je onaj koji se izražava prema propisanom ili ugovorenom otkaznom roku, koji se nalazi u ?lanku 122. Zakona o radu. Redoviti otkaz se može izražavati u slu?ajevima kao što su prestanak potrebe za obavljanjem odre?enog posla, radnikova nesposobnost za uredno izvršavanje svojih obveza iz radnog odnosa, kršenje obveza iz radnog odnosa ili nezadovoljavanje na probnom radu.

Izvanredni otkaz, pak, je onaj koji se izražava bez obveze poštivanja propisanog ili ugovorenog otkaznog roka, kao što je navedeno u ?lanku 116. Zakona o radu. Izvanredni otkaz se može izražavati u slu?ajevima kao što su osobito teška povreda obveze iz radnog odnosa ili neka druga osobito važna ?injenica koja uz uvažavanje svih okolnosti i interesa obiju ugovornih stranaka ?ini nastavak radnog odnosa nemogu?im.

Uz to, izvanredni otkaz se mora izražavati u roku od petnaest dana od dana saznanja za ?injenicu na kojoj se izvanredni otkaz temelji, kao što je navedeno u ?lanku 116. Zakona o radu."	0.0341148	31.3083722
T37	sinteza	Kako mogu raskinuti kupnju na internetu i tko pla?a povrat?	Zakon_o_zastiti_potrosaca_clanak_16	Zakon_o_zastiti_potrosaca_clanak_75	Zakon_o_zastiti_potrosaca_clanak_98	Zakon_o_zastiti_potrosaca_clanak_21	Zakon_o_zastiti_potrosaca_clanak_69	Zakon_o_zastiti_potrosaca_clanak_29	Zakon_o_zastiti_potrosaca_clanak_110	Zakon_o_zastiti_potrosaca_clanak_81	Zakon_o_zastiti_potrosaca_clanak_86	"Na temelju prona?enih ?lanaka zakona, mogu?e je raskinuti kupnju na internetu na temelju ?lanka 98. Zakona o zaštiti potroša?a. Prema ovom ?lanku, potroša? ima pravo raskinuti ugovor bez ikakvih posljedica ako se trgovac nije držao odredbi zakona ili ako je usluga pružena suprotno odredbi zakona.

Ako potroša? raskine ugovor, trgovac je dužan vratiti potroša?u sve što je primio na temelju tog ugovora, umanjeno za iznos koji je trgovac ovlašten naplatiti od potroša?a. Iznos koji trgovac može naplatiti od potroša?a mora biti proporcionalan pruženoj usluzi i ne smije biti takav da ga se može ocijeniti kao kaznu ili naknadu za raskid ugovora.

U slu?aju da je potroša? raskinuo ugovor, on je dužan vratiti trgovcu ono što je primio na temelju tog ugovora. Trgovac mora vratiti potroša?u sve što je primio, umanjeno za iznos koji je trgovac ovlašten naplatiti od potroša?a, bez odga?anja i najkasnije u roku od 30 dana od dana kad je trgovac ili od njega odre?ena osoba obaviještena o raskidu ugovora.

Zakon ne navodi da bi potroša? morao platiti bilo kakav iznos trgovcu u slu?aju raskida ugovora, osim ako nije u stanju dokazati da je o mogu?nosti toga pla?anja potroša? bio obaviješten u prethodnoj obavijesti."	0.0614933	17.4184234
